StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7
2025-12-03 14:25:02,2025-12-03 14:27:09,IP Address,100,127,True,2025-12-03 14:27:10,R_6yNOZdFdbEhpDe9,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,"I'm going to be honest but I didn't use it. I didn't really know where I could find it, because the link was always said by word of mouth. It would be better if you guys posted an announcement on Canvas with the link to the chatbot."
2025-12-03 14:26:12,2025-12-03 14:28:02,IP Address,100,109,True,2025-12-03 14:28:03,R_3379OlH7eRxgjm1,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,5 to 10 times per week,100%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are better.,I liked that AI Tutor stayed relevant to the course and only gave information that was in the lecture slides.
2025-12-03 14:57:42,2025-12-03 14:58:19,IP Address,100,37,True,2025-12-03 14:58:20,R_3bVspLztlZ7arbX,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Never,40%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are marginally better.,
2025-12-03 15:53:53,2025-12-03 15:55:02,IP Address,100,69,True,2025-12-03 15:55:03,R_1exlQWtxf4o1p4r,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Never,Prefer not to answer,The AI Tutor was not useful as a personal study tool.,Prefer not to answer,Never had to use it
2025-12-03 16:04:21,2025-12-03 16:05:25,IP Address,100,64,True,2025-12-03 16:05:25,R_132995dr7LDLZR9,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Prefer not to answer,Prefer not to answer,60%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are better.,
2025-12-03 16:14:11,2025-12-03 16:14:46,IP Address,100,35,True,2025-12-03 16:14:47,R_7GtqXWcyZ2K2KkN,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Never,5 to 10 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-03 16:18:27,2025-12-03 16:20:19,IP Address,100,112,True,2025-12-03 16:20:19,R_7f9FBrVkhfVigWk,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,5 to 10 times per week,80%,The AI Tutor was hardly useful as a personal study tool.,Other chatbots are better.,"It's good for searching what material was in the slides but lectures go beyond that so wasn't really useful "
2025-12-02 21:16:55,2025-12-03 16:38:53,IP Address,100,69717,True,2025-12-03 16:38:53,R_7F2kB7cilhSCITb,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Never,0%,The AI Tutor was not useful as a personal study tool.,Other chatbots are significantly better.,
2025-12-03 16:43:27,2025-12-03 16:46:48,IP Address,100,201,True,2025-12-03 16:46:49,R_1Rmf3fhpbntApxv,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",2-5 times per week,5 to 10 times per week,80%,The AI Tutor was somewhat useful as a personal study tool.,The AI Tutor is marginally better.,"It’s already good enough as it is.
"
2025-12-03 17:29:04,2025-12-03 17:31:01,IP Address,100,116,True,2025-12-03 17:31:02,R_1FeSl1gp35Bldvk,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,95%,The AI Tutor was useful as a personal study tool.,Other chatbots are significantly better.,
2025-12-03 18:03:44,2025-12-03 18:07:10,IP Address,100,206,True,2025-12-03 18:07:11,R_3gTIPRF79tNboIh,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,60%,The AI Tutor was useful as a personal study tool.,Prefer not to answer,
2025-12-03 18:13:09,2025-12-03 18:13:56,IP Address,100,47,True,2025-12-03 18:13:57,R_6DevevmwLju2jsN,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Never,Prefer not to answer,Prefer not to answer,Prefer not to answer,I have not used it as I have forgotten about it (I am sorry)
2025-12-03 19:02:45,2025-12-03 19:03:45,IP Address,100,60,True,2025-12-03 19:03:46,R_1EjsOhrXTy92DXw,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are marginally better.,
2025-12-03 19:18:22,2025-12-03 19:18:51,IP Address,100,29,True,2025-12-03 19:18:52,R_7K87FWhM40qX3SG,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,2-5 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-03 21:00:39,2025-12-03 21:01:45,IP Address,100,66,True,2025-12-03 21:01:46,R_7kzInC4BCwJZPNt,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,80%,The AI Tutor was useful as a personal study tool.,Other chatbots are better.,
2025-12-03 21:26:25,2025-12-03 21:27:46,IP Address,100,80,True,2025-12-03 21:27:47,R_7TGEzxxyPPZzV3X,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,Fewer than 2 times per week,95%,The AI Tutor was somewhat useful as a personal study tool.,The AI Tutor is better.,
2025-12-03 21:33:17,2025-12-03 21:33:52,IP Address,100,34,True,2025-12-03 21:33:53,R_626ixSka2WeKbjg,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,Prefer not to answer,Other chatbots are significantly better.,
2025-12-03 21:47:49,2025-12-03 21:49:44,IP Address,100,114,True,2025-12-03 21:49:44,R_3mfO2zXEi2ZnLe6,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,Fewer than 2 times per week,80%,The AI Tutor was somewhat useful as a personal study tool.,The AI Tutor is marginally better.,"The AI Tutor was very useful since it pull directly from the class materials, however it sometimes gave weird feedback and did not include everything. The information sometimes did not translate from the slides to the AI."
2025-12-03 22:22:16,2025-12-03 22:23:17,IP Address,100,61,True,2025-12-03 22:23:18,R_32JIbSJIceZT0qR,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,2-5 times per week,Prefer not to answer,The AI Tutor was not useful as a personal study tool.,Other chatbots are significantly better.,"Nothing really, I kind of forgot about it"
2025-12-03 17:00:56,2025-12-03 23:47:51,IP Address,100,24415,True,2025-12-03 23:47:51,R_57WVYPwS82Xk7DP,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,More than 10 times per week,60%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are significantly better.,
2025-12-04 00:31:19,2025-12-04 00:32:00,IP Address,100,40,True,2025-12-04 00:32:00,R_6RdA2Bizm4FS1Yu,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,Fewer than 2 times per week,60%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are significantly better.,
2025-12-04 00:43:49,2025-12-04 00:48:12,IP Address,100,263,True,2025-12-04 00:48:13,R_331zGxXRFncgPfW,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,More than 10 times per week,80%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are better.,"Obviously, the Scotty AI is much more pared down and focused on the specific curriculum of CS100, so publicly available ones are going to just have more capability and features. With that being said though, I feel like this AI tutor is really really good at helping students study for tests, as it has much better context with the lecture material. I feel like it has decent potential there."
2025-12-04 06:53:07,2025-12-04 06:54:11,IP Address,100,63,True,2025-12-04 06:54:11,R_5gwJLQ6r4er3J7a,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,2-5 times per week,5%,The AI Tutor was not useful as a personal study tool.,Other chatbots are better.,
2025-12-02 15:03:43,2025-12-04 10:02:40,IP Address,100,154736,True,2025-12-04 10:02:40,R_57DVRks12Oh0x0Z,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-04 10:48:25,2025-12-04 10:49:18,IP Address,100,52,True,2025-12-04 10:49:18,R_6qWXB6u8rcfmcZo,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",2-5 times per week,More than 10 times per week,60%,The AI Tutor was hardly useful as a personal study tool.,Other chatbots are better.,N/A
2025-12-04 12:51:23,2025-12-04 12:52:26,IP Address,100,62,True,2025-12-04 12:52:26,R_3j9xkuSOvzzbzEt,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-04 13:40:54,2025-12-04 13:42:12,IP Address,100,77,True,2025-12-04 13:42:12,R_3PZjtKcgp4hbM2s,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",More than 10 times per week,Fewer than 2 times per week,60%,The AI Tutor was somewhat useful as a personal study tool.,Prefer not to answer,
2025-12-04 14:08:21,2025-12-04 14:20:35,IP Address,100,734,True,2025-12-04 14:20:35,R_3KqhKQQ9QwZJAsk,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,100%,The AI Tutor was somewhat useful as a personal study tool.,The AI Tutor is better.,"The AI Tutor is preferable to other AI chatbots because of the bounds it establishes by only working with approved content. Of course, other models can output the correct answer, but restricting the content ensures that we arrive at that answer using an approved method. I wish this was available for my CS111 class where we were reluctant to use AI because it was generally disallowed"
2025-12-04 15:58:02,2025-12-04 15:58:37,IP Address,100,35,True,2025-12-04 15:58:38,R_1AR4BThqYEDMypO,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,Fewer than 2 times per week,80%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are better.,
2025-12-05 12:58:14,2025-12-05 12:59:29,IP Address,100,74,True,2025-12-05 12:59:29,R_7HhoJgkpteZgcst,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Fewer than 2 times per week,More than 10 times per week,Prefer not to answer,The AI Tutor was somewhat useful as a personal study tool.,Prefer not to answer,
2025-12-05 12:59:11,2025-12-05 12:59:51,IP Address,100,39,True,2025-12-05 12:59:51,R_1YVhRLBzuPGX88p,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Never,2-5 times per week,80%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are better.,
2025-12-05 13:03:12,2025-12-05 13:04:28,IP Address,100,76,True,2025-12-05 13:04:29,R_6yW6yXdk9ZjzoTD,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,Fewer than 2 times per week,60%,Prefer not to answer,Prefer not to answer,I think in comparison to other tools it is a bit lackluster but it is a great free resource.
2025-12-05 13:04:27,2025-12-05 13:05:09,IP Address,100,41,True,2025-12-05 13:05:10,R_5rrAQKdAVcFXAiX,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,2-5 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-05 13:26:46,2025-12-05 13:27:24,IP Address,100,38,True,2025-12-05 13:27:25,R_1qe3XfVcqyjiDHR,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-05 13:26:52,2025-12-05 13:27:42,IP Address,100,50,True,2025-12-05 13:27:43,R_514CKBuPTQuSQC6,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Never,More than 10 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-05 13:29:01,2025-12-05 13:30:02,IP Address,100,60,True,2025-12-05 13:30:03,R_5DuO3l73hpbyy7n,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Prefer not to answer,5 to 10 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-05 13:31:07,2025-12-05 13:31:56,IP Address,100,48,True,2025-12-05 13:31:56,R_3eeUoCixwobe1Z7,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,More than 10 times per week,100%,The AI Tutor was hardly useful as a personal study tool.,Other chatbots are significantly better.,For me I like to use ChatGPt to give me questions to study for the quizzes. The AI Tutor is just a place to find sources as Ive found.
2025-12-05 13:45:24,2025-12-05 13:46:00,IP Address,100,36,True,2025-12-05 13:46:01,R_65XgHqxKtSGpBuc,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Never,2-5 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-03 14:29:14,2025-12-05 13:53:07,IP Address,100,170633,True,2025-12-05 13:53:07,R_1oHm4AwSOlXysuN,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,5 to 10 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,I didn't really use it at all so I think any input would skew results because I do not know how helpful it actually is.
2025-12-05 14:06:45,2025-12-05 14:07:16,IP Address,100,30,True,2025-12-05 14:07:16,R_6IcoXkNfBEoxkVf,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Never,Never,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-05 14:17:31,2025-12-05 14:18:18,IP Address,100,46,True,2025-12-05 14:18:18,R_3EHkLCiiy3t0gne,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Never,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-05 14:51:38,2025-12-05 14:52:11,IP Address,100,32,True,2025-12-05 14:52:12,R_5PRZQ9IhqrtF6te,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,80%,The AI Tutor was somewhat useful as a personal study tool.,The AI Tutor is marginally better.,
2025-12-05 14:51:18,2025-12-05 14:53:23,IP Address,100,125,True,2025-12-05 14:53:24,R_58ue5TTIWvSlpfP,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",2-5 times per week,5 to 10 times per week,80%,The AI Tutor was useful as a personal study tool.,The AI Tutor is marginally better.,
2025-12-05 15:02:41,2025-12-05 15:04:01,IP Address,100,80,True,2025-12-05 15:04:02,R_3j8L5gzRhJFUEiC,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,More than 10 times per week,60%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are better.,"Tried to use a couple times but wasn't working so didn't use it as much. But times it did work, it was helpful"
2025-12-05 15:02:40,2025-12-05 15:04:05,IP Address,100,85,True,2025-12-05 15:04:05,R_3m3RFksj0rdkZgw,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,5 to 10 times per week,Prefer not to answer,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are better.,"it feels more ethical since it’s based on class notes and not random internet stuff "
2025-12-05 15:04:35,2025-12-05 15:05:12,IP Address,100,36,True,2025-12-05 15:05:12,R_11HL3O1MCafBZXU,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-05 15:04:37,2025-12-05 15:05:15,IP Address,100,38,True,2025-12-05 15:05:16,R_1FXuyZdwu1tLXMg,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,More than 10 times per week,Prefer not to answer,The AI Tutor was useful as a personal study tool.,Prefer not to answer,
2025-12-05 13:00:57,2025-12-05 15:05:22,IP Address,100,7464,True,2025-12-05 15:05:22,R_5QPjcSseMc2MYvd,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,2-5 times per week,80%,Prefer not to answer,Prefer not to answer,
2025-12-05 15:02:51,2025-12-05 15:06:04,IP Address,100,192,True,2025-12-05 15:06:04,R_3wwvwRFIiZZSk13,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,2-5 times per week,Prefer not to answer,Prefer not to answer,Other chatbots are better.,
2025-12-05 15:05:26,2025-12-05 15:06:16,IP Address,100,50,True,2025-12-05 15:06:16,R_3fw7RvSRRTUTumt,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,Prefer not to answer,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are marginally better.,
2025-12-05 15:06:44,2025-12-05 15:07:29,IP Address,100,45,True,2025-12-05 15:07:30,R_5bOyHEMUMtG2hKd,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,100%,The AI Tutor was useful as a personal study tool.,The AI Tutor is better.,
2025-12-05 15:06:56,2025-12-05 15:08:44,IP Address,100,108,True,2025-12-05 15:08:44,R_66w9yYiHAaNIzJL,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Never,2-5 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,"I didn’t use the AI tutor, so N/A."
2025-12-05 15:08:18,2025-12-05 15:08:53,IP Address,100,34,True,2025-12-05 15:08:53,R_7oMheGk6sbCfT3d,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,60%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are better.,
2025-12-05 15:08:21,2025-12-05 15:08:54,IP Address,100,33,True,2025-12-05 15:08:55,R_7rTfZdbVa61cYmV,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,Fewer than 2 times per week,80%,The AI Tutor was somewhat useful as a personal study tool.,The AI Tutor is better.,
2025-12-05 15:08:12,2025-12-05 15:10:48,IP Address,100,156,True,2025-12-05 15:10:49,R_7Xd6k1m2jYGI1Ao,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,More than 10 times per week,95%,The AI Tutor was useful as a personal study tool.,Other chatbots are marginally better.,
2025-12-05 15:14:11,2025-12-05 15:14:35,IP Address,100,23,True,2025-12-05 15:14:35,R_32Wz8Q1NkeyXR6K,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",2-5 times per week,Fewer than 2 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-05 15:17:09,2025-12-05 15:18:31,IP Address,100,82,True,2025-12-05 15:18:31,R_1kXOom3PSkSbCN4,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,More than 10 times per week,0%,Prefer not to answer,Prefer not to answer,
2025-12-05 15:18:42,2025-12-05 15:19:42,IP Address,100,60,True,2025-12-05 15:19:42,R_5HR0rCuhUnAQuZj,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,5 to 10 times per week,,,,
2025-12-05 15:19:14,2025-12-05 15:20:19,IP Address,100,65,True,2025-12-05 15:20:20,R_5wjRfbXoLrBQUM1,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,2-5 times per week,Prefer not to answer,The AI Tutor was not useful as a personal study tool.,Other chatbots are marginally better.,
2025-12-05 15:24:48,2025-12-05 15:25:07,IP Address,100,19,True,2025-12-05 15:25:07,R_3ZyrXxwdoKDfouR,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,Fewer than 2 times per week,60%,The AI Tutor was hardly useful as a personal study tool.,The AI Tutor is better.,
2025-12-05 15:32:26,2025-12-05 15:33:34,IP Address,100,68,True,2025-12-05 15:33:35,R_12gVRA7NgWQ01dC,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,5 to 10 times per week,60%,The AI Tutor was hardly useful as a personal study tool.,Other chatbots are better.,
2025-12-05 16:05:08,2025-12-05 16:07:26,IP Address,100,138,True,2025-12-05 16:07:27,R_5PvxNZjRogOxMWq,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,Fewer than 2 times per week,80%,The AI Tutor was somewhat useful as a personal study tool.,The AI Tutor is marginally better.,I think the format of some responses was difficult to read. I forgot what I prompted of it but the text wasn't formatted easily to read.
2025-12-05 16:12:30,2025-12-05 16:12:54,IP Address,100,24,True,2025-12-05 16:12:55,R_61sJEPvARFA3Tie,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,2-5 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-05 16:46:36,2025-12-05 16:47:25,IP Address,100,48,True,2025-12-05 16:47:25,R_7rSphcBL2Bj7QLt,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,Prefer not to answer,The AI Tutor was hardly useful as a personal study tool.,Other chatbots are significantly better.,
2025-12-05 17:02:38,2025-12-05 17:03:21,IP Address,100,42,True,2025-12-05 17:03:21,R_1LLOckSYAXe2QFm,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",5 to 10 times per week,5 to 10 times per week,60%,The AI Tutor was somewhat useful as a personal study tool.,The AI Tutor is marginally better.,
2025-12-05 19:41:01,2025-12-05 19:45:49,IP Address,100,287,True,2025-12-05 19:45:49,R_7Pl7WHbby7QRhvj,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,"I forgot the AI tutor was available. The only AI usage I had was the automatically generated AI responses when googling questions. I used it in the same way I would have used Stack Overflow, with syntax related or specific conceptual questions."
2025-12-05 20:28:51,2025-12-05 20:29:39,IP Address,100,48,True,2025-12-05 20:29:40,R_125wsSjmtKNvdTS,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,N/A
2025-12-06 00:04:10,2025-12-06 00:05:35,IP Address,100,84,True,2025-12-06 00:05:35,R_7j9vnoiEMGeuEtX,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are marginally better.,
2025-12-06 12:32:47,2025-12-06 12:33:30,IP Address,100,43,True,2025-12-06 12:33:31,R_5cacxaHTWzr1ODf,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,95%,The AI Tutor was useful as a personal study tool.,Other chatbots are better.,
2025-12-07 01:17:04,2025-12-07 01:28:13,IP Address,100,669,True,2025-12-07 01:28:14,R_1Yn88lAab4uayuQ,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,2-5 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,I did not use it but I’m sure it’s great! I use chat gpt a lot for learning different concepts in my classes and asking follow up questions.
2025-12-07 17:55:04,2025-12-07 17:55:35,IP Address,100,31,True,2025-12-07 17:55:35,R_3qz54vrQiNhTAK9,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",2-5 times per week,Prefer not to answer,40%,Prefer not to answer,Prefer not to answer,
2025-12-07 19:58:17,2025-12-07 20:07:47,IP Address,100,570,True,2025-12-07 20:07:47,R_5zHmgBeYLeMOHmx,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,80%,The AI Tutor was hardly useful as a personal study tool.,Other chatbots are better.,The AI Tutor had lots of restrictions and could not answer a good amount of questions asked. It would be helpful if the AI Tutor was able to generate customized quiz questions to practice while also being able to walk through a problem with explanations.
2025-12-08 11:57:38,2025-12-08 11:58:39,IP Address,100,60,True,2025-12-08 11:58:39,R_11ge3rxyHQkNNjv,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,More than 10 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,N/A
2025-12-08 12:37:03,2025-12-08 12:38:23,IP Address,100,79,True,2025-12-08 12:38:23,R_5V2WlWzJex5xWKo,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,5 to 10 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,I did not use the AI Tutor and am therefore unable to have any opinions about it.
2025-12-08 14:32:36,2025-12-08 14:33:34,IP Address,100,57,True,2025-12-08 14:33:35,R_153AwiJ4tICuMnf,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-08 17:25:10,2025-12-08 17:25:46,IP Address,100,35,True,2025-12-08 17:25:46,R_7To6i7bSU5cxBzq,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Never,Fewer than 2 times per week,Prefer not to answer,Prefer not to answer,Prefer not to answer,
2025-12-08 18:07:53,2025-12-08 18:08:49,IP Address,100,56,True,2025-12-08 18:08:50,R_5gRwLywDx29qaOe,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",2-5 times per week,Fewer than 2 times per week,80%,The AI Tutor was useful as a personal study tool.,The AI Tutor is significantly better.,very good
2025-12-08 23:22:57,2025-12-08 23:24:07,IP Address,100,70,True,2025-12-08 23:24:08,R_5MSdVVAQV4zfsdx,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,Fewer than 2 times per week,80%,The AI Tutor was somewhat useful as a personal study tool.,The AI Tutor is marginally better.,"I didn't really feel much need to use the AI Tutor for this course as I felt I had a strong handle on the material overall. However, I believe that other courses, such as CS141 or CS171, with a lot more content, I would be more likely to benefit."
2025-12-09 12:01:31,2025-12-09 12:03:10,IP Address,100,98,True,2025-12-09 12:03:10,R_1VSg6qTd1RS0LhT,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,5 to 10 times per week,100%,The AI Tutor was somewhat useful as a personal study tool.,The AI Tutor is marginally better.,
2025-12-05 15:07:14,2025-12-09 12:44:21,IP Address,100,337026,True,2025-12-09 12:44:22,R_1IRU9J0T6lAQqHf,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",More than 10 times per week,5 to 10 times per week,80%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are marginally better.,
2025-12-09 13:15:49,2025-12-09 13:16:45,IP Address,100,56,True,2025-12-09 13:16:46,R_6DeFpGGvd7WwD23,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Never,2-5 times per week,40%,The AI Tutor was somewhat useful as a personal study tool.,Prefer not to answer,
2025-12-09 23:48:42,2025-12-09 23:53:04,IP Address,100,261,True,2025-12-09 23:53:05,R_34pZnaQ6Fgs8KSU,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,2-5 times per week,100%,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are significantly better.,"The AI Tutor certainly has promise. However, in its current state, it can really only reiterate information from provided lecture slides and try to use that information to solve related queried problems. I didn't find it to be very capable at, say, checking to see if a complex SQL query was indeed correct; it was more so suited for explaining to me how to write a perfect SQL query rather than actually doing the work of writing or checking mine. Other chatbots have far more of an ability to ""act"" and ""think"" and combine provided data (i.e. uploaded lecture slides) with the vast resources of the Internet to produce better results in more use cases."
2025-12-11 19:35:00,2025-12-11 19:35:32,IP Address,100,32,True,2025-12-11 19:35:33,R_6Jy6cuv6xNM4wp3,email,EN,"I have read and understood the consent form, and I provide my consent to participate in this study.",Fewer than 2 times per week,Fewer than 2 times per week,Prefer not to answer,The AI Tutor was somewhat useful as a personal study tool.,Other chatbots are better.,
2025-12-12 00:14:03,2025-12-12 00:23:10,IP Address,100,546,True,2025-12-12 00:23:10,R_7coNdhJdnKFTv1t,email,EN,"I have read and understood the consent form, and I do NOT provide my consent to participate in this study.",Never,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,"I liked how the AI Tutor was UCR-themed; it feels more personalized. "
